source_row,source_col,target_row,target_col,weight
7,2,4,3,1
4,3,8,7,1
8,7,8,7,1
8,7,3,2,1
3,2,5,4,2
5,4,5,2,1
5,2,8,3,1
8,3,3,2,1
5,4,2,1,1
2,1,5,4,1
5,4,0,4,1
0,4,8,3,1
8,3,5,4,1
5,4,0,6,1
0,6,5,4,1
