source_row,source_col,target_row,target_col,weight
7,6,0,8,1
0,8,5,3,1
5,3,7,6,1
7,6,3,2,1
3,2,6,3,1
6,3,7,3,1
7,3,8,3,1
8,3,3,2,1
3,2,5,4,1
5,4,5,3,1
