source_row,source_col,target_row,target_col,weight
1,0,5,1,1
5,1,2,1,1
2,1,1,0,1
1,0,1,4,1
1,4,4,3,1
4,3,2,0,1
2,0,1,1,1
1,1,1,4,1
1,4,0,5,1
0,5,2,1,1
