source_row,source_col,target_row,target_col,weight
4,1,6,3,1
6,3,1,5,1
1,5,6,1,1
6,1,2,6,1
2,6,4,3,2
4,3,4,6,1
4,6,1,0,1
1,0,3,5,1
3,5,2,6,1
