source_row,source_col,target_row,target_col,weight
5,3,0,0,1
0,0,1,1,1
1,1,6,4,1
6,4,0,7,1
0,7,2,5,1
2,5,0,7,1
0,7,6,3,1
6,3,2,2,1
2,2,0,7,1
0,7,0,3,1
0,3,0,4,1
0,4,6,0,1
6,0,2,5,1
2,5,1,1,1
1,1,1,2,1
