source_row,source_col,target_row,target_col,weight
0,4,6,2,1
6,2,6,2,1
6,2,4,3,1
4,3,4,3,2
4,3,2,1,1
2,1,1,0,1
1,0,2,0,1
2,0,4,6,1
4,6,4,3,1
4,3,5,2,1
