source_row,source_col,target_row,target_col,weight
4,3,0,6,1
0,6,0,6,1
0,6,5,4,1
5,4,1,7,2
1,7,0,4,1
0,4,0,8,1
0,8,8,5,1
8,5,7,4,1
7,4,5,4,1
1,7,8,3,1
