timestamp,asset,open,high,low,close,volume,dollar_volume,provider,interval,fetched_at
2024-07-10 00:00:00+00:00,AAVE-USD,85.23595428466797,91.07176208496094,84.01011657714844,91.055419921875,86698548,86698548,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-11 00:00:00+00:00,AAVE-USD,91.07918548583984,95.82572174072266,88.6290512084961,92.87519836425781,115071000,115071000,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-12 00:00:00+00:00,AAVE-USD,92.87574005126953,98.23677825927734,92.11000061035156,97.46099090576172,117978096,117978096,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-13 00:00:00+00:00,AAVE-USD,97.46200561523438,100.91304779052734,95.70950317382812,99.30674743652344,93690513,93690513,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-14 00:00:00+00:00,AAVE-USD,99.30860137939453,104.88147735595703,99.25106811523438,104.33918762207031,106465212,106465212,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-15 00:00:00+00:00,AAVE-USD,104.3624267578125,106.46952056884766,101.59748077392578,104.09894561767578,135203959,135203959,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-16 00:00:00+00:00,AAVE-USD,104.08452606201172,106.43702697753906,99.4503173828125,100.55574035644531,153526155,153526155,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-17 00:00:00+00:00,AAVE-USD,100.57450866699219,103.33417510986328,97.67396545410156,98.05284881591797,120974230,120974230,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-18 00:00:00+00:00,AAVE-USD,98.04759979248047,100.34976959228516,95.97342681884766,98.52971649169922,95975910,95975910,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-19 00:00:00+00:00,AAVE-USD,98.52924346923828,101.24944305419922,95.90331268310547,100.75740814208984,87578646,87578646,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-20 00:00:00+00:00,AAVE-USD,100.75740814208984,100.80149841308594,98.66085815429688,98.9555892944336,66077190,66077190,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-21 00:00:00+00:00,AAVE-USD,98.9555892944336,100.08057403564453,94.94705200195312,98.59587860107422,82278366,82278366,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-22 00:00:00+00:00,AAVE-USD,98.59587860107422,99.51924133300781,93.68191528320312,94.2065200805664,95915780,95915780,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-23 00:00:00+00:00,AAVE-USD,94.2065200805664,96.22242736816406,92.03297424316406,94.41218566894531,98324143,98324143,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-24 00:00:00+00:00,AAVE-USD,94.41267395019531,94.66056823730469,89.6396713256836,89.92613220214844,72024338,72024338,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-25 00:00:00+00:00,AAVE-USD,89.92613220214844,96.97140502929688,85.9098892211914,92.91130828857422,199239182,199239182,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-26 00:00:00+00:00,AAVE-USD,92.91130828857422,103.02969360351562,92.72101593017578,97.812255859375,158609830,158609830,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-27 00:00:00+00:00,AAVE-USD,97.812255859375,102.8769302368164,97.20594024658203,101.43362426757812,113920103,113920103,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-28 00:00:00+00:00,AAVE-USD,101.43362426757812,101.43569946289062,98.13250732421875,98.79352569580078,73214463,73214463,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-29 00:00:00+00:00,AAVE-USD,98.79359436035156,106.13616943359375,98.73748016357422,105.02102661132812,116861078,116861078,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-30 00:00:00+00:00,AAVE-USD,105.02102661132812,106.38289642333984,102.78274536132812,105.29180145263672,125461367,125461367,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-07-31 00:00:00+00:00,AAVE-USD,105.2918472290039,112.04352569580078,104.28507232666016,107.5732421875,164201061,164201061,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-01 00:00:00+00:00,AAVE-USD,107.5732421875,117.11429595947266,103.749755859375,116.7176742553711,305131815,305131815,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-02 00:00:00+00:00,AAVE-USD,116.71554565429688,117.61568450927734,107.06707000732422,110.37841033935547,288321691,288321691,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-03 00:00:00+00:00,AAVE-USD,110.37841033935547,116.55400848388672,103.64102172851562,105.95437622070312,254533623,254533623,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-04 00:00:00+00:00,AAVE-USD,105.9532699584961,111.58440399169922,97.09892272949219,97.11284637451172,262421706,262421706,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-05 00:00:00+00:00,AAVE-USD,97.1122055053711,98.87956237792969,77.31090545654297,96.07622528076172,421288948,421288948,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-06 00:00:00+00:00,AAVE-USD,96.07518768310547,107.81832885742188,95.72732543945312,103.63538360595703,263588649,263588649,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-07 00:00:00+00:00,AAVE-USD,103.63538360595703,106.24259948730469,97.11276245117188,98.28394317626953,212208950,212208950,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-08 00:00:00+00:00,AAVE-USD,98.28394317626953,103.87174224853516,95.7577896118164,101.68148040771484,226999618,226999618,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-09 00:00:00+00:00,AAVE-USD,101.68148040771484,101.68148040771484,93.96751403808594,96.50312042236328,139192942,139192942,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-10 00:00:00+00:00,AAVE-USD,96.50312042236328,97.05445098876953,92.6408462524414,93.38253784179688,80767418,80767418,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-11 00:00:00+00:00,AAVE-USD,93.38258361816406,96.09889221191406,91.15532684326172,91.323974609375,97870116,97870116,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-12 00:00:00+00:00,AAVE-USD,91.323974609375,97.00489044189453,90.44275665283203,95.76615142822266,133535667,133535667,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-13 00:00:00+00:00,AAVE-USD,95.76615142822266,98.489990234375,94.0184097290039,97.77386474609375,145025519,145025519,yfinance,1d,2026-07-10T04:33:30.968416+00:00
2024-08-14 00:00:00+00:00,AAVE-USD,97.77433013916016,106.69070434570312,96.42391204833984,106.26153564453125,189469969,189469969,yfinance,1d,2026-07-10T04:33:30.968416+00:00
