source_row,source_col,target_row,target_col,weight
7,2,0,7,1
0,7,2,6,1
2,6,6,3,1
6,3,7,5,1
7,5,2,6,1
2,6,6,0,2
6,0,0,3,1
0,3,0,4,1
0,4,2,6,1
6,0,7,2,1
7,2,0,0,1
0,0,7,6,1
7,6,0,7,1
0,7,5,4,1
5,4,2,5,1
2,5,2,5,1
