source_row,source_col,target_row,target_col,weight
4,3,2,6,1
2,6,5,4,1
5,4,1,0,1
1,0,2,4,1
2,4,4,6,1
4,6,1,0,2
1,0,6,3,2
6,3,4,1,2
4,1,3,5,1
3,5,4,6,1
