source_row,source_col,target_row,target_col,weight
7,6,2,6,1
2,6,0,3,1
0,3,7,6,1
7,6,1,1,1
1,1,2,6,1
2,6,3,4,1
3,4,2,6,1
2,6,6,0,1
6,0,7,2,1
7,2,0,0,1
0,0,0,7,1
0,7,2,6,1
2,6,0,4,1
0,4,1,2,1
1,2,1,1,1
1,1,2,2,1
2,2,6,0,1
6,0,2,5,1
