source_row,source_col,target_row,target_col,weight
6,3,5,4,1
5,4,0,6,1
0,6,0,8,1
0,8,7,2,1
7,2,7,6,1
7,6,8,5,1
8,5,0,8,1
0,8,5,2,1
5,2,7,4,1
7,4,0,6,1
0,6,5,4,1
5,4,3,7,1
3,7,2,6,1
2,6,0,8,1
0,8,8,5,1
8,5,8,5,1
