source_row,source_col,target_row,target_col,weight
0,6,5,4,1
5,4,5,2,1
5,2,4,3,2
4,3,0,8,2
0,8,7,2,1
7,2,7,4,2
7,4,2,8,1
2,8,8,7,1
8,7,2,8,1
2,8,2,6,1
2,6,7,2,1
7,4,5,4,1
5,4,7,6,1
7,6,0,4,1
0,4,5,2,1
