source_row,source_col,target_row,target_col,weight
3,5,0,5,1
0,5,3,0,1
3,0,4,3,2
4,3,5,1,2
5,1,2,0,1
2,0,1,1,2
1,1,2,3,1
2,3,5,3,1
5,3,2,3,1
2,3,2,4,1
2,4,2,0,1
1,1,0,5,1
0,5,0,2,1
0,2,3,3,1
3,3,3,0,1
