source_row,source_col,target_row,target_col,weight
4,0,0,7,1
0,7,0,0,1
0,0,1,6,2
1,6,0,3,2
0,3,7,4,1
7,4,5,3,2
5,3,7,5,2
7,5,0,4,1
0,4,7,5,1
7,5,7,5,1
7,5,7,4,1
5,3,0,7,1
0,7,5,3,1
7,5,0,0,1
