asset,side,action,requested_weight,execution_gate,safety_status,risk_label,validation_status,validation_errors,source,reason,execution_batch_id,execution_id,stable_order_key,execution_priority,execution_status,fee_bps,slippage_bps,fee_drag,slippage_drag,total_cost_drag,fill_status,filled_weight,fill_timestamp,broker_route
BNB-USD,LONG,BUY,0.080607,OPEN,APPROVED_WITH_WARNINGS,low_risk,VALID,,rebalance_engine_v4,Move Portfolio State v4 current weights toward Alpha Portfolio v3 adaptive targets. Turnover scaled to v4 cap.,2e97fbb3-4a13-44d8-9570-bf993536993a,2e97fbb3-4a13-44d8-9570-bf993536993a::1,BNB-USD:LONG:BUY:0.080607,1,EXECUTED_SIMULATED,8,12,6.449e-05,9.673e-05,0.00016121,FILLED_SIMULATED,0.080446,2026-07-10T11:14:27.835843+00:00,paper_broker_v3_ready
BTC-USD,LONG,SELL,0.094246,OPEN,APPROVED_WITH_WARNINGS,low_risk,VALID,,rebalance_engine_v4,Move Portfolio State v4 current weights toward Alpha Portfolio v3 adaptive targets. Turnover scaled to v4 cap.,2e97fbb3-4a13-44d8-9570-bf993536993a,2e97fbb3-4a13-44d8-9570-bf993536993a::2,BTC-USD:LONG:SELL:0.094246,2,EXECUTED_SIMULATED,8,12,7.54e-05,0.0001131,0.00018849,FILLED_SIMULATED,0.094058,2026-07-10T11:14:27.835872+00:00,paper_broker_v3_ready
ETH-USD,LONG,SELL,0.094216,OPEN,APPROVED_WITH_WARNINGS,low_risk,VALID,,rebalance_engine_v4,Move Portfolio State v4 current weights toward Alpha Portfolio v3 adaptive targets. Turnover scaled to v4 cap.,2e97fbb3-4a13-44d8-9570-bf993536993a,2e97fbb3-4a13-44d8-9570-bf993536993a::3,ETH-USD:LONG:SELL:0.094216,3,EXECUTED_SIMULATED,8,12,7.537e-05,0.00011306,0.00018843,FILLED_SIMULATED,0.094028,2026-07-10T11:14:27.835885+00:00,paper_broker_v3_ready
LINK-USD,LONG,BUY,0.080932,OPEN,APPROVED_WITH_WARNINGS,low_risk,VALID,,rebalance_engine_v4,Move Portfolio State v4 current weights toward Alpha Portfolio v3 adaptive targets. Turnover scaled to v4 cap.,2e97fbb3-4a13-44d8-9570-bf993536993a,2e97fbb3-4a13-44d8-9570-bf993536993a::4,LINK-USD:LONG:BUY:0.080932,4,EXECUTED_SIMULATED,8,12,6.475e-05,9.712e-05,0.00016186,FILLED_SIMULATED,0.08077,2026-07-10T11:14:27.835895+00:00,paper_broker_v3_ready
