row,col,weight
0,6,1
4,3,3
7,6,3
3,2,1
5,4,6
0,8,6
8,5,6
1,5,1
7,2,3
6,5,2
5,2,2
2,8,4
7,4,2
2,6,1
4,8,1
1,7,4
8,3,2
8,7,1
1,0,1
