source_row,source_col,target_row,target_col,weight
0,2,4,5,1
4,5,0,5,1
0,5,3,3,1
3,3,5,3,1
5,3,5,1,1
5,1,5,1,1
5,1,4,5,1
4,5,2,4,1
2,4,2,3,1
2,3,2,3,1
2,3,5,3,1
5,3,2,0,1
2,0,1,4,1
1,4,0,5,1
0,5,2,1,1
2,1,2,1,1
2,1,2,3,1
2,3,2,1,1
