source_row,source_col,target_row,target_col,weight
0,6,0,4,2
0,4,2,1,1
2,1,1,0,1
1,0,0,6,1
0,6,4,6,1
4,6,5,2,1
5,2,0,6,2
0,4,1,5,1
1,5,5,2,1
5,2,0,4,1
0,4,4,3,1
4,3,4,3,1
4,3,5,2,1
0,6,1,0,1
1,0,6,2,1
6,2,5,4,1
5,4,2,0,1
2,0,4,3,1
4,3,0,4,1
