source_row,source_col,target_row,target_col,weight
0,4,5,0,1
5,0,5,2,1
5,2,4,3,1
4,3,2,1,1
2,1,5,0,1
5,0,4,3,1
4,3,4,3,3
4,3,1,0,1
1,0,2,1,1
2,1,6,2,1
6,2,4,3,1
