source_row,source_col,target_row,target_col,weight
6,3,2,8,1
2,8,3,2,1
3,2,1,7,1
1,7,1,5,1
1,5,2,8,1
2,8,1,7,1
1,7,1,7,2
1,7,0,8,1
0,8,0,4,1
0,4,0,6,1
0,6,5,4,1
5,4,1,7,1
