source_row,source_col,target_row,target_col,weight
0,4,6,1,1
6,1,5,2,1
5,2,4,1,1
4,1,0,0,1
0,0,6,1,1
6,1,4,1,1
4,1,4,1,2
4,1,1,0,1
1,0,5,0,1
5,0,3,0,1
3,0,4,3,1
4,3,4,1,1
