source_row,source_col,target_row,target_col,weight
0,7,7,1,1
7,1,2,6,1
2,6,0,7,1
0,7,0,0,1
0,0,0,7,1
0,7,6,4,1
6,4,6,3,1
6,3,6,0,1
6,0,1,2,1
1,2,7,2,1
7,2,1,1,1
1,1,6,3,1
6,3,1,2,1
