source_row,source_col,target_row,target_col,weight
5,4,6,5,1
6,5,5,2,1
5,2,5,4,1
5,4,3,2,1
3,2,5,4,1
5,4,0,6,1
0,6,8,5,1
8,5,4,3,1
4,3,1,7,1
1,7,7,6,1
7,6,2,8,1
2,8,8,5,1
8,5,1,7,1
