source_row,source_col,target_row,target_col,weight
5,3,4,2,1
4,2,3,1,1
3,1,1,4,1
1,4,0,5,2
0,5,5,1,1
5,1,1,5,1
1,5,1,4,1
0,5,3,1,1
3,1,0,5,1
0,5,5,3,1
5,3,0,5,1
0,5,4,2,1
