source_row,source_col,target_row,target_col,weight
1,7,5,4,2
5,4,3,0,2
3,0,2,8,1
2,8,8,5,1
8,5,2,8,1
2,8,1,7,2
1,7,6,5,1
6,5,2,8,1
3,0,5,4,1
5,4,5,2,1
5,2,8,3,1
8,3,0,8,1
