date,asset,open,high,low,close,volume,return_1,return_4,return_12,return_24,return_72,return_96,return_144,return_192,return_288,momentum_24_minus_72,momentum_72_minus_288,momentum_acceleration,rank_return_24,pct_rank_return_24,rank_return_72,pct_rank_return_72,rank_return_288,pct_rank_return_288,realized_vol_24,realized_vol_72,realized_vol_168,realized_vol_288,vol_compression_72_vs_288,vol_expansion_24_vs_72,true_range,atr_72,atr_pct_72
2020-01-20,BTC-USD,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,-0.005582491465413786,-0.0075819780174019025,0.07150861344564485,,,,,,,,,,,,,,,,,,,,,,185.1171875,,
2020-01-21,BTC-USD,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,0.010193531591149663,-0.02051100610444656,0.1100159156309195,,,,,,,,,,,,,,,,,,,,,,211.185546875,,
2020-01-22,BTC-USD,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,-0.007434180055016837,-0.02928974878994517,0.06297904413503463,,,,,,,,,,,,,,,,,,,,,,156.2470703125,,
2020-01-23,BTC-USD,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,-0.03160514587505292,-0.03442695308403232,0.04590684931307121,,,,,,,,,,,,,,,,,,,,,,354.109375,,
2020-01-24,BTC-USD,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,0.004629616722148233,-0.02451106128459024,0.030874654939722967,,,,,,,,,,,,,,,,,,,,,,247.826171875,,
2020-01-25,BTC-USD,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,-0.00918684685986848,-0.04322563845804439,0.027461687563814063,0.16217292645028047,,,,,,,,,2.0,0.5,,,,,0.029381027779450942,,,,,,162.234375,,
2020-01-26,BTC-USD,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,0.027364554337216074,-0.009681730123136778,-0.026160027992293,0.23067307049097385,,,,,,,,,2.0,0.5,,,,,0.028600222548807033,,,,,,276.9033203125,,
2020-01-27,BTC-USD,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,0.036407519395889265,0.059870668584821596,0.011673494759978587,0.21306463104136242,,,,,,,,,2.0,0.5,,,,,0.02778412899676345,,,,,,380.896484375,,
2020-01-28,BTC-USD,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,0.05036808165148732,0.10812413095324125,0.07276699603510828,0.2628556650595226,,,,,,,,,2.0,0.5,,,,,0.029073472356126964,,,,,,450.142578125,,
2020-01-29,BTC-USD,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,-0.004483577295090302,0.11338426146583203,0.04340801250309645,0.2570814878902081,,,,,,,,,2.0,0.5,,,,,0.029157251818571685,,,,,,136.9638671875,,
2020-01-30,BTC-USD,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,0.02064730312029206,0.1061045847885882,0.0633117173846478,0.22393162973299385,,,,,,,,,2.0,0.5,,,,,0.028104891272126276,,,,,,322.228515625,,
2020-01-31,BTC-USD,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,-0.016664631518128026,0.04946340035873775,0.07400253163279102,0.14537991614691625,,,,,,,,,2.0,0.5,,,,,0.0270810710890104,,,,,,290.9296875,,
2020-02-01,BTC-USD,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,0.00452869583961979,0.0036634959777510634,0.08492293545735996,0.1625042702672943,,,,,,,,,2.0,0.5,,,,,0.02686178518229582,,,,,,126.083984375,,
2020-02-02,BTC-USD,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,-0.0051645279666768795,0.002976972565333691,0.06842875831472717,0.18597292644712815,,,,,,,,,2.0,0.5,,,,,0.026149769392496882,,,,,,250.9736328125,,
2020-02-03,BTC-USD,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,-0.005441113304621492,-0.022659778587478252,0.07057415743141382,0.1379978945421143,,,,,,,,,2.0,0.5,,,,,0.02551859541374991,,,,,,291.73828125,,
2020-02-04,BTC-USD,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,-0.012111511652417528,-0.01813441794216608,0.09212464476029569,0.14226064625839796,,,,,,,,,2.0,0.5,,,,,0.02539432354491548,,,,,,218.4541015625,,
2020-02-05,BTC-USD,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,0.047104093835473426,0.02348043896304386,0.13829830165498302,0.17344286893705352,,,,,,,,,2.0,0.5,,,,,0.026638389866281878,,,,,,537.595703125,,
2020-02-06,BTC-USD,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,0.012105773319493585,0.041248015651143444,0.16276038445146024,0.19469174684084645,,,,,,,,,2.0,0.5,,,,,0.026512115585378075,,,,,,284.80078125,,
2020-02-07,BTC-USD,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,0.006797836503646293,0.05406151756841693,0.13948318977493757,0.10967427763367765,,,,,,,,,2.0,0.5,,,,,0.020974446156296844,,,,,,108.7138671875,,
2020-02-08,BTC-USD,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762,0.007061676319697785,0.07451900831650415,0.10721876265597508,0.12014387507998947,,,,,,,,,2.0,0.5,,,,,0.020927673931019557,,,,,,197.8388671875,,
2020-02-09,BTC-USD,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,0.02549940694219166,0.052348675039967985,0.08100408256285263,0.15966550235263965,,,,,,,,,2.0,0.5,,,,,0.0210976700005769,,,,,,279.04296875,,
2020-02-10,BTC-USD,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,-0.025706324471686526,0.01303310935504709,0.057958881280522734,0.10388277362690967,,,,,,,,,2.0,0.5,,,,,0.02174379599224167,,,,,,381.2021484375,,
2020-02-11,BTC-USD,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,0.03567402510806805,0.042088133181724,0.07353493182697424,0.14150227203335075,,,,,,,,,2.0,0.5,,,,,0.022649458095323788,,,,,,480.7177734375,,
2020-02-12,BTC-USD,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,0.011541499979814906,0.046723768897716234,0.10432836042244431,0.18605145484759444,,,,,,,,,2.0,0.5,,,,,0.021602716226943267,,,,,,191.2236328125,,
2020-02-13,BTC-USD,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,-0.010814856987217514,0.009657922786427298,0.0874604296142023,0.17981076149076203,,,,,,,,,2.0,0.5,,,,,0.021764763543925043,,,,,,341.4658203125,,
2020-02-14,BTC-USD,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,0.009568503349817403,0.04621313224685597,0.10356519167320721,0.17908078745875855,,,,,,,,,2.0,0.5,,,,,0.021761322067795713,,,,,,196.4619140625,,
2020-02-15,BTC-USD,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831,-0.0409897830477971,-0.031230813354029996,0.06412029297122523,0.13921968605333856,,,,,,,,,2.0,0.5,,,,,0.023725822137187574,,,,,,467.1279296875,,
2020-02-16,BTC-USD,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305,0.004551203932625647,-0.03792552970149088,0.08206881043974112,0.18175401520769796,,,,,,,,,2.0,0.5,,,,,0.022361863187707474,,,,,,331.58203125,,
2020-02-17,BTC-USD,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,-0.024590331529186438,-0.051323458761272645,0.0079803773735172,0.14738235166582347,,,,,,,,,2.0,0.5,,,,,0.023285417414316122,,,,,,431.177734375,,
2020-02-18,BTC-USD,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,0.0466302236506857,-0.016497110167073448,0.04236410424359671,0.21201968658868653,,,,,,,,0.049846760138406054,2.0,0.5,,,,,0.02446016774116606,,,,,,529.552734375,,
2020-02-19,BTC-USD,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,-0.05014884351152826,-0.02589008875583343,-0.016594281393984223,0.12057428508009749,,,,,,,,-0.11009878541087637,2.0,0.5,,,,,0.026839114254493902,,,,,,580.4521484375,,
2020-02-20,BTC-USD,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,-0.0025859164113087862,-0.032810930259533744,-0.026015251415528295,0.07841418817348966,,,,,,,,-0.13465044286787275,2.0,0.5,,,,,0.02602944631861555,,,,,,135.31640625,,
2020-02-21,BTC-USD,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,0.008114275736580634,-0.0003819522618124793,-0.04252706266746753,0.03503215419991412,,,,,,,,-0.2278235108596085,2.0,0.5,,,,,0.02407535921435696,,,,,,133.271484375,,
2020-02-22,BTC-USD,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154,-0.002401270461409255,-0.0472110666084824,-0.019624359839376493,0.037197115499009614,,,,,,,,-0.2198843723911985,2.0,0.5,,,,,0.024055799489031866,,,,,,97.5029296875,,
2020-02-23,BTC-USD,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761,0.02704430011708836,0.030220826252449706,-0.027793312576758544,0.043697839904637936,,,,,,,,-0.18023378982835592,2.0,0.5,,,,,0.024307826753583735,,,,,,279.61328125,,
2020-02-24,BTC-USD,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,-0.027642741538078885,0.004339837092475873,-0.0654538352998143,0.03204583380243964,,,,,,,,-0.11333408234447662,2.0,0.5,,,,,0.02477445049321413,,,,,,414.703125,,
2020-02-25,BTC-USD,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,-0.031965195740564556,-0.035589574505923816,-0.08543590650627064,-0.005447737979585643,,,,,,,,-0.16795200824687995,2.0,0.5,,,,,0.02569048505688251,,,,,,347.7158203125,,
2020-02-26,BTC-USD,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,-0.05579095174048332,-0.08720307772596092,-0.1446447770262662,-0.056059749410312665,,,,,,,,-0.24203267585744082,2.0,0.5,,,,,0.028105528030009954,,,,,,650.3515625,,
2020-02-27,BTC-USD,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,-0.0040846016176541156,-0.11486923165330798,-0.11172850654961985,-0.0547722781515938,,,,,,,,-0.1927701726937081,2.0,0.5,,,,,0.028099713705287375,,,,,,355.693359375,,
2020-02-28,BTC-USD,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,-0.012754184897438958,-0.10131627108843455,-0.1270307465157291,-0.055387198331806275,,,,,,,,-0.19764784459020424,2.0,0.5,,,,,0.028110108530879373,,,,,,397.5234375,,
2020-02-29,BTC-USD,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,-0.008411261679117432,-0.07944976670270443,-0.11255085054419633,-0.10546867143173211,,,,,,,,-0.2789115403687856,2.0,0.5,,,,,0.026107290156831067,,,,,,176.123046875,,
2020-03-01,BTC-USD,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,-0.0043089307085921735,-0.029257718068048666,-0.15574271352371083,-0.11997650983101316,,,,,,,,-0.3146682566718596,2.0,0.5,,,,,0.02587265996362978,,,,,,255.583984375,,
2020-03-02,BTC-USD,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,0.03587941221856461,0.00969615095490739,-0.07927812089060382,-0.09455683883814314,,,,,,,,-0.2042311164718208,2.0,0.5,,,,,0.027100517574819412,,,,,,388.677734375,,
2020-03-03,BTC-USD,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,-0.009231886844013548,0.013298547371943803,-0.08541307575637924,-0.10920628453193182,,,,,,,,-0.2293501596119213,2.0,0.5,,,,,0.027021180066865436,,,,,,196.6083984375,,
2020-03-04,BTC-USD,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,-0.0037028710724991143,0.01811002331732925,-0.09613389205030065,-0.13457266266607748,,,,,,,,-0.29423816501871713,2.0,0.5,,,,,0.026260461815188863,,,,,,130.9345703125,,
2020-03-05,BTC-USD,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,0.03695117168590434,0.06029913709619561,-0.06047893613585231,-0.07891643556979622,,,,,,,,-0.1827992091967059,2.0,0.5,,,,,0.02727703583798981,,,,,,386.80859375,,
2020-03-06,BTC-USD,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,0.004822595830994203,0.028510190208864472,-0.08080693878322143,-0.10635435885200695,,,,,,,,-0.2478566308853577,2.0,0.5,,,,,0.026072575116098614,,,,,,135.6162109375,,
2020-03-07,BTC-USD,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370,-0.02330399860322019,0.01390201888207554,-0.0767054191355625,-0.13713859056467448,,,,,,,,-0.3231900454122689,2.0,0.5,,,,,0.026119519824192826,,,,,,272.4765625,,
2020-03-08,BTC-USD,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121,-0.08999349283790192,-0.07391338585838936,-0.1320517889262136,-0.20620573113979845,,,,,,,,-0.3860164926305605,1.0,1.0,,,,,0.031272765920075295,,,,,,809.0908203125,,
2020-03-09,BTC-USD,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,-0.022751484424786028,-0.12723299449812742,-0.10168081694246645,-0.23161799487424106,,,,,,,,-0.4106987823329996,1.0,1.0,,,,,0.03112956827495618,,,,,,487.6953125,,
2020-03-10,BTC-USD,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,-0.0017561412564156553,-0.13294714214128867,-0.09958053752828411,-0.20018305933846037,,,,,,,,-0.33940274539179893,1.0,1.0,,,,,0.030479127496603555,,,,,,322.18212890625,,
2020-03-11,BTC-USD,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,0.00021501160000858555,-0.11206835797348758,-0.08775195668217695,-0.2036355066323532,,,,,,,,-0.38538952184005115,1.0,1.0,,,,,0.030409255457530412,,,,,,308.001953125,,
2020-03-12,BTC-USD,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,-0.37169538560117077,-0.3869367487318299,-0.4219683696050499,-0.48702632124745004,,,,,,,,-0.6344086729132735,1.0,1.0,,,,,0.08009781126190746,,,,,,3068.76220703125,345.6097412109375,0.06952815835957224
2020-03-13,BTC-USD,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,0.11928067241286833,-0.2978348524713168,-0.35022051327145576,-0.45141893372660324,-0.22728162031124866,,,,,-0.2241373134153546,,-0.6634386203152898,1.0,1.0,2.0,0.5,,,0.08413278562349687,0.05424688855873345,,,,1.5509237093369102,1731.1337890625,368.55067952473956,0.06624192781084254
2020-03-14,BTC-USD,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008,-0.06530552710121185,-0.34253551703962304,-0.4136911230358197,-0.46017258906302017,-0.25554528886444894,,,,,-0.20462730019857123,,-0.5807468741431177,1.0,1.0,2.0,0.5,,,0.08442198475137604,0.054664607997902605,,,,1.5443627576111985,500.1572265625,371.65167914496527,0.0714664437214635
2020-03-15,BTC-USD,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639,0.036910617960911996,-0.31841464544382947,-0.38638527839542924,-0.43879599909707,-0.2658407215428096,,,,,-0.17295527755426043,,-0.5172101872705597,1.0,1.0,2.0,0.5,,,0.08517928502740774,0.054489818701812485,,,,1.5632146895833667,667.36181640625,373.9939371744792,0.06935684232808297
2020-03-16,BTC-USD,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,-0.07006915676163483,0.00878973188473986,-0.4272599619959997,-0.4823196909823614,-0.32334202519927324,,,,,-0.15897766578308814,,-0.5173518451822755,1.0,1.0,2.0,0.5,,,0.0855749205588558,0.055048865970051375,,,,1.554526492978288,816.95703125,383.70345730251734,0.07651909246761994
2020-03-17,BTC-USD,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,0.04210793838741411,-0.06076481648294019,-0.42441172107854297,-0.459222687839979,-0.29491220998712775,,,,,-0.16431047785285124,,-0.4964198033389886,1.0,1.0,2.0,0.5,,,0.08651044231369016,0.055310593230861065,,,,1.5640845136591457,389.439453125,387.1128743489583,0.07407966488287161
2020-03-18,BTC-USD,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,0.0024512036855608432,0.007321073955316004,-0.4257701156143556,-0.4721718747294027,-0.3257445419031093,,,,,-0.1464273328262934,,-0.5158697146340406,1.0,1.0,2.0,0.5,,,0.08606340262939281,0.05497453425186521,,,,1.5655139929898143,262.498046875,385.58403862847223,0.07360667503372019
2020-03-19,BTC-USD,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,0.18187755736638023,0.14815120006309623,-0.3051375124358915,-0.35843723078607603,-0.24161854945337835,,,,,-0.11681868133269768,,-0.39048306458851567,1.0,1.0,2.0,0.5,,,0.09555257624992489,0.05883801808899134,,,,1.6239937943763418,1092.76708984375,395.06707763671875,0.06381114041548593
2020-03-20,BTC-USD,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,0.001225199953657663,0.23617570405237576,-0.23548477117895583,-0.3364403748061082,-0.23281143762654055,,,,,-0.10362893717956767,,-0.3309926368265226,1.0,1.0,2.0,0.5,,,0.09550798504453575,0.05883038790999072,,,,1.6234464608776846,978.47998046875,402.5464680989583,0.06493964573307481
2020-03-21,BTC-USD,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880,-0.00221203491300348,0.18360219205801775,-0.21941647156724853,-0.29878684243012377,-0.2150005781981017,,,,,-0.08378626423202207,,-0.2427270930198111,1.0,1.0,2.0,0.5,,,0.09505835222271465,0.058765205061700215,,,,1.6175958566452484,445.31201171875,405.39952256944446,0.06554489409520145
2020-03-22,BTC-USD,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740,-0.05736583896317804,0.11297572910283638,-0.26290085032982646,-0.3363015798656235,-0.28608140709208185,,,,,-0.05022017277354163,,-0.2815293017140297,1.0,1.0,2.0,0.5,,,0.09554744460569828,0.05895459987864726,,,,1.6206953283098195,535.9833984375,406.7356906467014,0.06976293469531698
2020-03-23,BTC-USD,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000,0.10052048673231173,0.036361663252905574,-0.18898166338519928,-0.2601501093282724,-0.20170638538882224,,,,,-0.05844372393945019,,-0.20476291099646615,1.0,1.0,2.0,0.5,,,0.09825325265088751,0.06017064684335164,,,,1.6329100284841576,658.93017578125,413.26642523871527,0.06440868769888353
2020-03-24,BTC-USD,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,0.04963733427047878,0.08647274719738274,0.35487644906658766,-0.2168385571623197,-0.1779299935607026,,,,,-0.0389085636016171,,-0.11136988573058759,1.0,1.0,2.0,0.5,,,0.09892902262631813,0.060420900174050524,,,,1.637331160928417,377.95654296875,415.86298285590277,0.061748344971142996
2020-03-25,BTC-USD,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888,-0.007979552925792555,0.08019260416186413,0.20082940218730627,-0.21972568739818743,-0.17965329501040506,,,,,-0.040072392387782374,,-0.09974917756717427,1.0,1.0,2.0,0.5,,,0.09893142955455562,0.0604239616698399,,,,1.6372880364105025,355.5849609375,419.16156005859375,0.06273875291908092
2020-03-26,BTC-USD,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642,0.005295181540467819,0.15199773675203487,0.291532203167032,-0.24276320439806387,-0.23916861208162143,,,,,-0.0035945923164424354,,-0.14820636555992073,1.0,1.0,2.0,0.5,,,0.09858197307815483,0.05957833826429344,,,,1.65466134085242,144.5009765625,410.9104817708333,0.06117979993607298
2020-03-27,BTC-USD,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367,-0.03672214358569481,0.008335531987739175,0.19981833593653286,-0.26377380581824494,-0.265380896056819,,,,,0.0016070902385740826,,-0.15456752128631313,1.0,1.0,2.0,0.5,,,0.0987806255496602,0.05972081844821712,,,,1.6540400502935364,327.134765625,412.21888563368054,0.06371433296383638
2020-03-28,BTC-USD,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,34885225901,-0.035179534234601295,-0.07314390803717685,0.24483373589473056,-0.2870338787949903,-0.28446276047762287,,,,,-0.002571118317367449,,-0.15246121612891284,1.0,1.0,2.0,0.5,,,0.09894171827798735,0.05984155281258456,,,,1.653394900828511,351.96044921875,413.85215250651044,0.06629915100472233
2020-03-29,BTC-USD,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,28373690931,-0.051288198783903005,-0.11360767303984265,0.13326884125146043,-0.3477037381087581,-0.3367658518472746,,,,,-0.01093788626148351,,-0.2687873025389619,1.0,1.0,2.0,0.5,,,0.09882028568038125,0.06003114788046807,,,,1.6461501931821918,330.38134765625,414.54070366753473,0.0699996109205932
2020-03-30,BTC-USD,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,0.08574723804008189,-0.04267120892574261,0.22743482158719686,-0.2951702443090699,-0.2810042024863728,,,,,-0.014166041822697095,,-0.18881588545706296,1.0,1.0,2.0,0.5,,,0.10078519789458594,0.06094630528683645,,,,1.6536719891427796,613.96142578125,420.5003594292535,0.06539824348922908
2020-03-31,BTC-USD,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,0.0013690436954885143,-0.004815267332505813,0.039968333293505465,-0.2773650169397749,-0.26045678193241983,,,,,-0.016908235007355055,,-0.1402264263751004,1.0,1.0,2.0,0.5,,,0.10075627713781364,0.06088011571196785,,,,1.6549948363190596,130.35302734375,414.7513427734375,0.06441594046082827
2020-04-01,BTC-USD,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266,0.026112924097839496,0.058406151495622005,0.06581910592576756,-0.18516506235132113,-0.23688506339120086,,,,,0.051720001039879726,,0.021040668788477324,1.0,1.0,2.0,0.5,,,0.09941348719629728,0.060968812310820845,,,,1.6305629620843576,410.2001953125,417.87749565972223,0.0632498320565393
2020-04-02,BTC-USD,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,0.028281287899985408,0.1471758221897399,0.09839152330746237,-0.14261366913603624,-0.22322130830135034,,,,,0.0806076391653141,,0.08900432573820483,1.0,1.0,2.0,0.5,,,0.09951611666006456,0.061055376487010496,,,,1.6299320778283395,492.3291015625,421.7822672526042,0.06208501316565928
2020-04-03,BTC-USD,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903,-0.008866740365705117,0.047208845838754065,0.15490443254567987,-0.148720924820265,-0.2243424252102294,,,,,0.0756215003899644,,0.05146213451819537,1.0,1.0,2.0,0.5,,,0.09952975594731166,0.06105761443834658,,,,1.6300957196389099,329.884765625,424.19390190972223,0.06299859028851978
2020-04-04,BTC-USD,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,33185988584,0.01992164308903499,0.0666107300097738,0.07032267063948994,-0.13194868801684967,-0.18307088809461414,,,,,0.05112220007776447,,0.07168681861550352,1.0,1.0,2.0,0.5,,,0.09962205416633149,0.06100040016276257,,,,1.6331377154988787,182.46875,421.81000434027777,0.06142094282655586
2020-04-05,BTC-USD,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,29510409856,-0.011124520572645125,0.027903627593532265,0.008363374199351181,0.36620778780401975,-0.19588159283081596,,,,,0.5620893806348357,,0.8532341090514698,1.0,1.0,2.0,0.5,,,0.060789210528318746,0.061009367630073266,,,,0.9963914213454984,167.48486328125,420.69415283203125,0.06194759787242563
