source_row,source_col,target_row,target_col,weight
2,2,6,0,1
6,0,1,5,1
1,5,5,3,1
5,3,1,1,1
1,1,2,6,1
2,6,0,3,1
0,3,6,4,1
6,4,6,0,1
6,0,6,3,1
6,3,7,5,1
7,5,2,6,1
2,6,0,7,1
0,7,1,2,1
1,2,1,5,1
1,5,6,3,1
