source_row,source_col,target_row,target_col,weight
1,5,4,3,1
4,3,7,4,1
7,4,8,3,1
8,3,2,8,1
2,8,5,2,1
5,2,0,8,1
0,8,0,6,1
0,6,4,3,1
4,3,8,5,1
8,5,1,0,1
1,0,5,2,1
5,2,5,4,1
5,4,1,7,1
1,7,7,4,1
7,4,8,5,1
