source_row,source_col,target_row,target_col,weight
1,4,3,1,1
3,1,4,2,2
4,2,5,1,2
5,1,5,3,2
5,3,3,1,1
4,2,3,1,1
3,1,1,4,2
1,4,2,1,1
2,1,4,2,1
5,3,1,0,1
1,0,2,5,1
2,5,3,1,1
1,4,5,1,1
