source_row,source_col,target_row,target_col,weight
2,0,1,0,2
1,0,5,0,1
5,0,4,3,1
4,3,5,2,1
5,2,4,3,1
4,3,0,6,1
0,6,0,6,1
0,6,1,0,1
1,0,2,1,1
2,1,2,0,1
1,0,0,6,1
