source_row,source_col,target_row,target_col,weight
6,3,0,3,2
0,3,1,1,1
1,1,1,2,1
1,2,0,0,1
0,0,0,7,1
0,7,2,6,1
2,6,0,4,1
0,4,0,3,1
0,3,5,4,1
5,4,6,3,1
0,3,2,6,1
