source_row,source_col,target_row,target_col,weight
5,4,1,3,1
1,3,5,4,1
5,4,5,3,1
5,3,3,3,1
3,3,5,4,1
5,4,7,8,1
7,8,3,2,1
3,2,6,3,1
6,3,7,3,1
7,3,0,3,1
0,3,5,3,1
5,3,7,8,1
7,8,1,0,1
1,0,1,1,1
1,1,6,3,1
6,3,5,3,1
5,3,7,6,1
