source_row,source_col,target_row,target_col,weight
6,4,0,7,1
0,7,2,6,1
2,6,7,2,1
7,2,5,4,1
5,4,2,5,5
2,5,0,7,3
0,7,5,4,2
5,4,2,6,1
2,6,0,3,1
0,3,6,3,1
6,3,6,0,1
6,0,5,4,1
0,7,1,2,1
1,2,5,3,1
5,3,1,1,1
1,1,1,2,1
1,2,6,0,1
6,0,1,2,1
1,2,5,4,1
5,4,7,6,1
7,6,5,4,1
2,5,5,3,1
5,3,5,4,1
