source_row,source_col,target_row,target_col,weight
1,5,8,5,2
8,5,5,4,2
5,4,8,7,2
8,7,4,3,2
4,3,0,6,2
0,6,4,3,2
4,3,5,2,2
5,2,1,5,1
5,2,2,8,1
2,8,1,5,1
1,5,4,3,1
4,3,7,6,1
7,6,3,2,1
3,2,3,0,1
3,0,0,4,1
0,4,8,3,1
8,3,4,3,1
4,3,1,7,1
