source_row,source_col,target_row,target_col,weight
2,5,4,2,1
4,2,0,2,1
0,2,5,3,1
5,3,0,0,1
0,0,2,1,1
2,1,5,3,1
5,3,1,4,1
1,4,3,1,1
3,1,5,1,1
5,1,0,0,1
0,0,5,3,1
