timestamp,asset,timeframe,open,high,low,close,volume,dollar_volume,provider,fetched_at
2021-07-10 00:00:00+00:00,AAVE-USD,1d,302.9386901855469,311.3357238769531,289.91290283203125,294.8114013671875,299445823,299445823,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-11 00:00:00+00:00,AAVE-USD,1d,294.697509765625,310.24334716796875,287.3738708496094,304.6822814941406,294882000,294882000,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-12 00:00:00+00:00,AAVE-USD,1d,304.9136657714844,321.6239318847656,291.85089111328125,297.6012878417969,403892739,403892739,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-13 00:00:00+00:00,AAVE-USD,1d,297.04925537109375,297.4608459472656,267.9673767089844,270.66943359375,302379707,302379707,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-14 00:00:00+00:00,AAVE-USD,1d,271.17510986328125,285.40838623046875,252.09974670410156,279.3346252441406,435496444,435496444,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-15 00:00:00+00:00,AAVE-USD,1d,279.45306396484375,286.0206604003906,265.75067138671875,271.5106201171875,365833418,365833418,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-16 00:00:00+00:00,AAVE-USD,1d,271.8953857421875,279.5969543457031,252.96554565429688,254.0478057861328,326378534,326378534,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-17 00:00:00+00:00,AAVE-USD,1d,253.3729705810547,258.05230712890625,246.887939453125,252.80287170410156,283179582,283179582,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-18 00:00:00+00:00,AAVE-USD,1d,253.2705078125,267.603759765625,251.19866943359375,254.69766235351562,254054987,254054987,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-19 00:00:00+00:00,AAVE-USD,1d,253.9405059814453,255.71241760253906,233.5656280517578,237.7721710205078,252691688,252691688,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-20 00:00:00+00:00,AAVE-USD,1d,238.3752899169922,241.95742797851562,213.33627319335938,223.61474609375,260479822,260479822,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-21 00:00:00+00:00,AAVE-USD,1d,223.1355438232422,262.9017028808594,217.47103881835938,258.4798583984375,366541510,366541510,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-22 00:00:00+00:00,AAVE-USD,1d,259.18145751953125,280.2846374511719,257.0887756347656,278.51422119140625,367101432,367101432,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-23 00:00:00+00:00,AAVE-USD,1d,278.7578125,292.270751953125,268.985107421875,289.88433837890625,364225214,364225214,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-24 00:00:00+00:00,AAVE-USD,1d,289.8275146484375,299.094970703125,281.9706115722656,288.3949890136719,315739453,315739453,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-25 00:00:00+00:00,AAVE-USD,1d,287.8863220214844,292.68817138671875,272.3363952636719,287.9708251953125,273484724,273484724,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-26 00:00:00+00:00,AAVE-USD,1d,288.15069580078125,335.344970703125,286.235595703125,303.3172607421875,737409767,737409767,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-27 00:00:00+00:00,AAVE-USD,1d,302.8591613769531,312.2802429199219,285.5755920410156,300.0031433105469,505524169,505524169,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-28 00:00:00+00:00,AAVE-USD,1d,300.3594665527344,307.1559143066406,292.4023742675781,297.06927490234375,353601107,353601107,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-29 00:00:00+00:00,AAVE-USD,1d,297.8487243652344,315.0496826171875,293.3992919921875,311.39813232421875,343021162,343021162,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-30 00:00:00+00:00,AAVE-USD,1d,311.8802185058594,323.51922607421875,300.84686279296875,321.56524658203125,376960497,376960497,yfinance,2026-07-10T06:58:10.747934+00:00
2021-07-31 00:00:00+00:00,AAVE-USD,1d,320.6689453125,332.9498291015625,313.4437561035156,331.0182800292969,323867831,323867831,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-01 00:00:00+00:00,AAVE-USD,1d,331.06805419921875,339.51220703125,314.11737060546875,317.4993591308594,364065034,364065034,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-02 00:00:00+00:00,AAVE-USD,1d,316.8036804199219,328.75811767578125,310.4609680175781,320.7098083496094,306237704,306237704,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-03 00:00:00+00:00,AAVE-USD,1d,320.6895751953125,323.8559875488281,302.74176025390625,307.9954528808594,300876946,300876946,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-04 00:00:00+00:00,AAVE-USD,1d,308.7710876464844,342.65264892578125,300.56787109375,338.7901306152344,374285870,374285870,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-05 00:00:00+00:00,AAVE-USD,1d,339.046630859375,381.92242431640625,337.74676513671875,373.052001953125,740385867,740385867,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-06 00:00:00+00:00,AAVE-USD,1d,373.00189208984375,378.40118408203125,358.2789001464844,369.715087890625,409919202,409919202,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-07 00:00:00+00:00,AAVE-USD,1d,369.7345886230469,399.081787109375,365.6864929199219,384.1985168457031,454891245,454891245,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-08 00:00:00+00:00,AAVE-USD,1d,385.26885986328125,388.44049072265625,352.2986145019531,361.0386657714844,347972554,347972554,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-09 00:00:00+00:00,AAVE-USD,1d,360.8387451171875,384.444580078125,347.6195068359375,374.9955749511719,381006822,381006822,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-10 00:00:00+00:00,AAVE-USD,1d,374.385009765625,399.99078369140625,368.3961486816406,383.8146667480469,434713238,434713238,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-11 00:00:00+00:00,AAVE-USD,1d,384.2452392578125,419.88018798828125,382.9136962890625,403.39801025390625,555846724,555846724,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-12 00:00:00+00:00,AAVE-USD,1d,403.259521484375,417.82647705078125,376.6351013183594,391.80963134765625,421055194,421055194,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-13 00:00:00+00:00,AAVE-USD,1d,392.85003662109375,428.0964660644531,388.37298583984375,427.4329528808594,450884029,450884029,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-14 00:00:00+00:00,AAVE-USD,1d,427.57440185546875,427.9131164550781,405.8460998535156,414.48822021484375,319804530,319804530,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-15 00:00:00+00:00,AAVE-USD,1d,414.7169189453125,416.1775817871094,391.8369140625,410.7897033691406,344997721,344997721,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-16 00:00:00+00:00,AAVE-USD,1d,410.54345703125,446.41973876953125,409.0580139160156,414.48309326171875,671313776,671313776,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-17 00:00:00+00:00,AAVE-USD,1d,412.9029541015625,448.27166748046875,381.1700744628906,381.40869140625,662373232,662373232,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-18 00:00:00+00:00,AAVE-USD,1d,381.33514404296875,397.3648681640625,363.5633239746094,381.0037536621094,564888540,564888540,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-19 00:00:00+00:00,AAVE-USD,1d,380.91326904296875,404.9189453125,371.8226623535156,404.9189453125,407696174,407696174,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-20 00:00:00+00:00,AAVE-USD,1d,404.96466064453125,420.4953918457031,403.9100341796875,409.0296936035156,390347659,390347659,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-21 00:00:00+00:00,AAVE-USD,1d,409.2294921875,415.4192810058594,394.8240051269531,400.1338806152344,345706224,345706224,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-22 00:00:00+00:00,AAVE-USD,1d,400.13128662109375,408.54644775390625,387.6435546875,401.5576477050781,265037869,265037869,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-23 00:00:00+00:00,AAVE-USD,1d,401.2358093261719,415.1777038574219,399.9571838378906,408.3938903808594,404620468,404620468,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-24 00:00:00+00:00,AAVE-USD,1d,408.7370300292969,414.1158447265625,371.50994873046875,378.1929626464844,387051017,387051017,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-25 00:00:00+00:00,AAVE-USD,1d,378.6254577636719,386.1020812988281,364.3622741699219,383.6163330078125,316073872,316073872,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-26 00:00:00+00:00,AAVE-USD,1d,384.4508361816406,389.14068603515625,344.9206237792969,351.2806396484375,361671418,361671418,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-27 00:00:00+00:00,AAVE-USD,1d,351.27056884765625,375.3653259277344,344.4954528808594,372.5262145996094,322575653,322575653,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-28 00:00:00+00:00,AAVE-USD,1d,372.99493408203125,375.6414489746094,362.9295654296875,366.9682922363281,225448552,225448552,yfinance,2026-07-10T06:58:10.747934+00:00
2021-08-29 00:00:00+00:00,AAVE-USD,1d,367.2059631347656,377.18231201171875,356.20843505859375,364.3935852050781,263271908,263271908,yfinance,2026-07-10T06:58:10.747934+00:00
