row,col,weight
3,3,2
6,3,6
8,3,2
3,2,1
0,8,2
1,3,3
5,4,2
5,3,3
7,6,1
0,3,7
8,7,2
1,0,2
6,5,1
1,1,2
7,8,1
7,3,1
