source_row,source_col,target_row,target_col,weight
5,4,1,0,1
1,0,2,4,1
2,4,4,1,1
4,1,5,2,1
5,2,4,3,1
4,3,2,4,1
2,4,0,6,1
0,6,2,4,1
2,4,6,3,1
6,3,1,0,1
1,0,3,0,1
3,0,4,3,1
4,3,4,1,1
4,1,4,1,1
